zomato_3047,yellow_5583,0.7751067788814507
zomato_6557,yellow_1027,0.9647477258639091
zomato_5795,yellow_1403,0.9823231853357628
zomato_3132,yellow_5613,0.9823231853357628
zomato_1086,yellow_6346,0.9823231853357628
zomato_3350,yellow_4417,0.9823231853357628
zomato_7092,yellow_206,0.9758688850706729
zomato_1617,yellow_23884,0.7924820277396077
zomato_2199,yellow_25378,0.9782290540405361
zomato_1702,yellow_24386,0.9823231853357628
zomato_950,yellow_7492,0.9761241789959895
zomato_4027,yellow_4795,0.9421370821838861
zomato_1968,yellow_25424,0.9769889573062972
zomato_1835,yellow_24587,0.97546097857508
zomato_6642,yellow_2673,0.9754265864705086
zomato_647,yellow_7640,0.9763069174043827
zomato_865,yellow_6765,0.9755938384368292
zomato_7622,yellow_1577,0.9137305931251621
zomato_2284,yellow_25448,0.977461876305753
zomato_2066,yellow_26036,0.7924820277396077
zomato_732,yellow_7402,0.9823231853357628
zomato_7319,yellow_2485,0.9756379249180267
zomato_2151,yellow_26043,0.7924820277396077
zomato_2816,yellow_5848,0.9761241789959895
zomato_3179,yellow_3744,0.9760552982085954
zomato_5796,yellow_2743,0.9785287244318366
zomato_6510,yellow_726,0.9823231853357628
zomato_7093,yellow_677,0.7924820277396077
zomato_1920,yellow_26370,0.9761241789959895
zomato_3264,yellow_3288,0.977461876305753
zomato_6207,yellow_2884,0.9823231853357628
zomato_1969,yellow_25780,0.9264679042528204
zomato_1618,yellow_23726,0.8657139746664866
zomato_1836,yellow_25006,0.9754265864705086
zomato_6643,yellow_305,0.9804775852435228
zomato_1703,yellow_23887,0.9823231853357628
zomato_6861,yellow_1313,0.9155736869843406
zomato_866,yellow_6402,0.9761241789959895
zomato_7405,yellow_1738,0.9450851408414499
zomato_2370,yellow_3191,0.9764882908759432
zomato_4244,yellow_5213,0.9755676764196721
zomato_600,yellow_6802,0.9552583533623065
zomato_733,yellow_7719,0.976261361144626
zomato_2285,yellow_25882,0.9823231853357628
zomato_28,yellow_8411,0.9823231853357628
zomato_3178,yellow_3287,0.9754063660362787
zomato_2813,yellow_4601,0.9769889573062972
zomato_7094,yellow_787,0.7133004988060218
zomato_1832,yellow_24791,0.9773053012388262
zomato_6208,yellow_1470,0.7924820277396077
zomato_3263,yellow_4490,0.9766683090919137
zomato_730,yellow_6587,0.9823231853357628
zomato_1615,yellow_25122,0.9434917313771135
zomato_6777,yellow_2002,0.976261361144626
zomato_1833,yellow_25407,0.7969331497655742
zomato_1966,yellow_23661,0.8675333675935937
zomato_1748,yellow_26036,0.9357645816631354
zomato_4158,yellow_3858,0.9752372305185577
zomato_209,yellow_6167,0.9763069174043827
zomato_6862,yellow_1537,0.9754265864705086
zomato_2282,yellow_25820,0.9759400659084432
zomato_996,yellow_6391,0.9754265864705086
zomato_4243,yellow_3530,0.9768469816727172
zomato_512,yellow_8010,0.9758688850706729
zomato_2197,yellow_25298,0.9804205358577518
zomato_3927,yellow_5895,0.9757545683380874
zomato_29,yellow_7816,0.7534938500316017
zomato_645,yellow_8141,0.9761241789959895
zomato_778,yellow_6806,0.9760552982085954
zomato_2064,yellow_23820,0.9137305931251621
zomato_2814,yellow_5160,0.9758474907987481
zomato_5798,yellow_1655,0.7334796603569113
zomato_6512,yellow_2421,0.7592389072616545
zomato_3044,yellow_3709,0.9760552982085954
zomato_1700,yellow_24306,0.9766683090919137
zomato_3177,yellow_5582,0.7924820277396077
zomato_6427,yellow_1192,0.9647477258639091
zomato_3395,yellow_5436,0.9758474907987481
zomato_1749,yellow_25711,0.9823231853357628
zomato_1834,yellow_25817,0.9823231853357628
zomato_4157,yellow_3418,0.9751896697681637
zomato_1967,yellow_24766,0.977147663856697
zomato_6863,yellow_2395,0.9752372305185577
zomato_428,yellow_7203,0.9752372305185577
zomato_2150,yellow_24293,0.7924820277396077
zomato_864,yellow_6044,0.9647477258639091
zomato_731,yellow_7759,0.9823231853357628
zomato_2283,yellow_26000,0.9823231853357628
zomato_5884,yellow_75,0.9756379249180267
zomato_2726,yellow_3868,0.9761791444153591
zomato_1830,yellow_25869,0.9764882908759432
zomato_1082,yellow_8949,0.97546097857508
zomato_6513,yellow_1618,0.9823231853357628
zomato_1963,yellow_25489,0.9823231853357628
zomato_2508,yellow_3413,0.7924820277396077
zomato_7181,yellow_563,0.7320269639931128
zomato_6779,yellow_1594,0.9754265864705086
zomato_1528,yellow_23609,0.9773053012388262
zomato_1613,yellow_24961,0.7924820277396077
zomato_1879,yellow_24420,0.9823231853357628
zomato_2280,yellow_26080,0.9823231853357628
zomato_954,yellow_8265,0.9823231853357628
zomato_2810,yellow_4562,0.9758474907987481
zomato_736,yellow_7290,0.9823231853357628
zomato_4156,yellow_5368,0.8657139746664866
zomato_4241,yellow_3459,0.9752372305185577
zomato_821,yellow_8864,0.9823231853357628
zomato_3707,yellow_3585,0.8968454449647355
zomato_2195,yellow_24781,0.9823231853357628
zomato_2812,yellow_3663,0.7924820277396077
zomato_3042,yellow_3207,0.9752372305185577
zomato_3260,yellow_4143,0.9773053012388262
zomato_5970,yellow_634,0.9823231853357628
zomato_6514,yellow_343,0.9823231853357628
zomato_1831,yellow_25480,0.8749401050014989
zomato_1083,yellow_6179,0.9761241789959895
zomato_1965,yellow_23808,0.9823231853357628
zomato_6865,yellow_2121,0.7374988231596779
zomato_1614,yellow_24897,0.9823231853357628
zomato_4155,yellow_4501,0.9760552982085954
zomato_6950,yellow_1779,0.9787779462296866
zomato_3924,yellow_4523,0.9420127147609575
zomato_3706,yellow_4661,0.9123244398326251
zomato_4022,yellow_5614,0.9647477258639091
zomato_2281,yellow_25208,0.7924820277396077
zomato_3839,yellow_5330,0.9760552982085954
zomato_7409,yellow_2618,0.9760552982085954
zomato_4240,yellow_4500,0.977147663856697
zomato_955,yellow_6369,0.8968454449647355
zomato_2857,yellow_4901,0.956613000530884
zomato_5886,yellow_110,0.97546097857508
zomato_3922,yellow_5423,0.9752372305185577
zomato_1961,yellow_24063,0.9764882908759432
zomato_3174,yellow_5431,0.9757714892225817
zomato_3392,yellow_5611,0.976261361144626
zomato_7050,yellow_1700,0.9758474907987481
zomato_1743,yellow_25727,0.7924820277396077
zomato_1610,yellow_25072,0.9823231853357628
zomato_6515,yellow_537,0.8684352067226528
zomato_3041,yellow_4551,0.9115962189831894
zomato_6999,yellow_70,0.9758688850706729
zomato_6648,yellow_843,0.9758474907987481
zomato_1659,yellow_25404,0.9760552982085954
zomato_6866,yellow_922,0.9754265864705086
zomato_6733,yellow_238,0.9760552982085954
zomato_6951,yellow_145,0.7369270534812885
zomato_2723,yellow_3986,0.9769889573062972
zomato_3923,yellow_3230,0.9758474907987481
zomato_2193,yellow_25912,0.9759943600943104
zomato_2060,yellow_26169,0.9775051817708345
zomato_6070,yellow_1696,0.9823231853357628
zomato_601,yellow_7288,0.9823231853357628
zomato_734,yellow_6969,0.9823231853357628
zomato_2725,yellow_4759,0.9764882908759432
zomato_1611,yellow_25258,0.9764882908759432
zomato_1962,yellow_24409,0.7924820277396077
zomato_1081,yellow_8771,0.9823231853357628
zomato_1744,yellow_24082,0.9357645816631354
